Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E13477,104924,10649,4443,120016
E13478,78396,8768,1257,88421
E13479,83796,3280,585,87661
E13480,76281,3980,49,80310
E13481,134786,11618,26479,172883
E13482,70528,5084,263,75875
E13483,83908,9910,1485,95303
E13484,92896,10121,8066,111083
E13485,103189,12467,2097,117753
E13486,137420,24168,11322,172910
E13487,96029,15303,2016,113348
E13488,112198,4535,9206,125939
E13489,133791,15722,9714,159227
E13490,90194,6229,3765,100188
E13491,157887,6722,14699,179308
E13492,147731,20846,8565,177142
E13493,142658,22947,14793,180398
E13494,158237,23902,28505,210644
E13495,96105,5578,690,102373
E13496,131556,13668,25990,171214
E13497,128456,21618,6791,156865
E13498,106628,5059,8518,120205
E13499,143321,22312,17340,182973
E13500,139275,11462,4729,155466
E13501,109505,17842,4369,131716
E13502,143105,25543,28347,196995
E13503,99002,14196,6829,120027
E13504,131474,7620,7466,146560
E13505,111557,16731,6481,134769
E13506,194662,22451,12949,230062
E13507,54342,6222,895,61459
E13508,80357,4110,3567,88034
E13509,222160,24882,38099,285141
E13510,167621,24954,18535,211110
E13511,145231,31848,11703,188782
E13512,84794,6943,10968,102705
E13513,51984,2913,2114,57011
E13514,167598,23013,20653,211264
E13515,104508,5196,6973,116677
E13516,79089,6781,3545,89415
E13517,128539,14495,18456,161490
E13518,84687,6208,4059,94954
E13519,244637,31320,44591,320548
E13520,155867,15124,27419,198410
E13521,113630,20908,7241,141779
E13522,80459,5703,752,86914
E13523,91826,20127,1969,113922
E13524,164747,21006,16931,202684
E13525,150047,25699,24782,200528
E13526,85732,4935,7506,98173
E13527,50744,1676,740,53160
E13528,80763,3507,485,84755
E13529,49878,5174,1768,56820
E13530,70806,8026,1015,79847
E13531,142157,15817,9991,167965
E13532,182767,31230,23508,237505
E13533,87015,21019,4319,112353
E13534,105559,22500,10102,138161
E13535,82751,17722,4265,104738
E13536,155476,12462,26482,194420
E13537,74034,9877,1506,85417
E13538,209054,27636,8693,245383
E13539,67476,5556,49,73081
E13540,140410,12514,22159,175083
E13541,160452,17834,14767,193053
E13542,174101,22424,21261,217786
E13543,162371,21125,12146,195642
E13544,107585,11634,2712,121931
E13545,114249,13684,18522,146455
E13546,183364,32008,17230,232602
E13547,156253,13625,13789,183667
E13548,96741,13135,3941,113817
E13549,157547,23975,4465,185987
E13550,113579,13951,2560,130090
E13551,217117,31518,16917,265552
E13552,89909,6094,15289,111292
E13553,109540,14192,10786,134518
E13554,83873,4577,2159,90609
E13555,102178,3823,17455,123456
E13556,89333,8751,1140,99224
E13557,127582,19999,9533,157114
E13558,77696,8531,3462,89689
E13559,157021,27400,22385,206806
E13560,58622,2225,2055,62902
E13561,64086,12987,321,77394
E13562,190925,30932,19778,241635
E13563,139726,12329,7635,159690
E13564,101866,6069,847,108782
E13565,106400,11539,4661,122600
E13566,125968,15900,12126,153994
E13567,114096,6082,231,120409
E13568,122975,13603,2778,139356
E13569,89065,3065,14759,106889
E13570,194538,17755,24525,236818
E13571,87964,16799,5885,110648
E13572,84297,7524,3935,95756
E13573,128982,19812,19049,167843
E13574,85688,9216,6907,101811
E13575,103185,5830,5771,114786
E13576,121289,14720,10146,146155
E13577,203923,21096,23106,248125
E13578,105820,12457,2284,120561
E13579,74487,6907,3164,84558
E13580,88507,11494,8544,108545
E13581,68440,8007,2065,78512
E13582,139674,19269,25607,184550
E13583,73222,10931,712,84865
E13584,160134,15722,22511,198367
E13585,86800,4322,1951,93073
E13586,168310,17236,3859,189405
E13587,73094,5101,2293,80488
E13588,114721,20191,7583,142495
E13589,123371,12332,6999,142702
E13590,136128,14984,11050,162162
E13591,84704,13542,3656,101902
E13592,151867,26300,12031,190198
E13593,83185,7532,2704,93421
E13594,97830,7441,2600,107871
E13595,91244,8539,4505,104288
E13596,185252,16296,10116,211664
E13597,81103,10774,7891,99768
E13598,153309,22434,4439,180182
E13599,69440,3050,650,73140
E13600,107881,8413,2902,119196
E13601,119385,8273,23477,151135
E13602,150406,21486,11901,183793
E13603,165545,14106,28649,208300
E13604,88638,21896,6969,117503
E13605,129735,19330,8009,157074
E13606,158572,15057,14909,188538
E13607,173133,14132,22679,209944
E13608,81770,9152,2040,92962
E13609,88493,13166,4592,106251
E13610,49303,1966,518,51787
E13611,147787,25055,10663,183505
E13612,231704,32936,15007,279647
E13613,78330,2851,3080,84261
E13614,120719,10288,16372,147379
E13615,142858,31487,7120,181465
E13616,164987,16842,11714,193543
E13617,198166,23803,14610,236579
E13618,103375,7382,18176,128933
E13619,97779,9411,17327,124517
E13620,89215,9695,6190,105100
E13621,112399,17912,11062,141373
E13622,106573,20187,4867,131627
E13623,142364,13559,12265,168188
E13624,201033,29197,21230,251460
E13625,118621,22131,6420,147172
E13626,128403,30554,8581,167538
E13627,217207,31449,28773,277429
E13628,128840,15229,9687,153756
E13629,184807,32791,16981,234579
E13630,142136,24870,11279,178285
E13631,94294,9453,1010,104757
E13632,152555,5026,23490,181071
E13633,67301,6432,2548,76281
E13634,89177,9318,7158,105653
E13635,152913,13359,24631,190903
E13636,94107,5809,1221,101137
E13637,51273,2997,1081,55351
E13638,163626,13211,19691,196528
E13639,70672,9652,3349,83673
E13640,175004,17486,17390,209880
E13641,94309,18861,4424,117594
E13642,98896,12296,8889,120081
E13643,71582,2489,2738,76809
E13644,100017,12426,7500,119943
E13645,150111,23398,8958,182467
E13646,176305,15280,11948,203533
E13647,86108,9680,2094,97882
E13648,74048,5397,89,79534
E13649,144437,18951,8540,171928
E13650,48933,2787,1545,53265
E13651,121822,10748,2451,135021
E13652,149139,12251,4482,165872
E13653,107451,16532,16592,140575
E13654,179228,6976,31600,217804
E13655,179455,12565,26241,218261
E13656,144542,13690,19794,178026
E13657,86694,10874,1836,99404
E13658,98278,12427,7250,117955
E13659,78501,2817,1233,82551
E13660,47451,2064,1375,50890
E13661,107158,14398,5001,126557
E13662,101936,15250,7074,124260
E13663,161285,18700,19355,199340
E13664,134316,14496,11328,160140
E13665,125843,12092,5242,143177
E13666,134818,18343,10541,163702
E13667,147064,13078,11087,171229
E13668,151491,14656,14172,180319
E13669,188575,21081,29892,239548
E13670,129465,23210,2875,155550
E13671,93829,23422,12,117263
E13672,110316,11257,12044,133617
E13673,71280,3419,3383,78082
E13674,132548,14396,7568,154512
E13675,85088,3234,3816,92138
E13676,89125,9635,2512,101272
E13677,170226,26089,11032,207347
E13678,115998,15548,10026,141572
E13679,111521,9976,6347,127844
E13680,81843,6728,2098,90669
E13681,122723,9963,8527,141213
E13682,126487,7435,19198,153120
E13683,91167,8406,7783,107356
E13684,74857,17156,1005,93018
E13685,114158,10895,10033,135086
E13686,77389,3143,1376,81908
E13687,60757,10686,3779,75222
E13688,98938,17485,5507,121930
E13689,129282,12605,9964,151851
E13690,143599,12338,15937,171874
E13691,113083,9807,6390,129280
E13692,136086,12634,4361,153081
E13693,135046,22221,23618,180885
E13694,178770,26007,16802,221579
E13695,79578,13629,84,93291
E13696,166503,16431,16346,199280
E13697,60498,5763,2830,69091
E13698,130637,9824,4700,145161
E13699,110864,16694,2327,129885
E13700,94464,13977,2705,111146
E13701,157004,18477,12399,187880
E13702,114174,12637,3882,130693
E13703,142141,19635,12801,174577
E13704,100153,11144,16379,127676
E13705,91742,8034,8771,108547
E13706,125039,5539,16437,147015
E13707,78410,7032,1032,86474
E13708,95352,23755,2907,122014
E13709,71182,17089,16,88287
E13710,62479,8175,1874,72528
E13711,194118,25775,27155,247048
E13712,101302,13913,5315,120530
E13713,144336,22982,12035,179353
E13714,110826,14971,5128,130925
E13715,93185,8552,4521,106258
E13716,62749,14165,1936,78850
E13717,81017,18861,7697,107575
E13718,171949,29541,23840,225330
E13719,76550,5194,883,82627
E13720,76908,10243,1505,88656
E13721,98418,11605,9236,119259
E13722,130557,17294,22247,170098
E13723,114906,12381,2612,129899
E13724,179590,22041,15819,217450
E13725,96054,8635,6562,111251
E13726,122548,12245,9685,144478
E13727,161551,20007,10988,192546
E13728,140724,6483,17907,165114
E13729,182392,18699,24508,225599
E13730,109736,3489,666,113891
E13731,152054,13275,17630,182959
E13732,80459,7373,1629,89461
E13733,62770,5592,2195,70557
E13734,65914,2867,252,69033
E13735,88919,20637,2819,112375
E13736,110212,17473,9191,136876
E13737,92543,9583,1915,104041
E13738,84566,5217,2932,92715
E13739,85667,3015,2804,91486
E13740,118864,10418,3810,133092
E13741,104905,15628,3517,124050
E13742,187389,32290,27897,247576
E13743,126445,12332,4938,143715
E13744,120411,12978,13998,147387
E13745,154225,22409,26712,203346
E13746,161678,14697,14725,191100
E13747,67495,6263,1156,74914
E13748,76186,2712,1193,80091
E13749,117549,16502,9367,143418
E13750,130915,16800,12853,160568
E13751,54252,5712,1039,61003
E13752,66301,8143,4274,78718
E13753,81098,14308,4938,100344
E13754,134493,11061,1854,147408
E13755,89140,16759,6128,112027
E13756,120058,14406,12386,146850
E13757,166047,7466,19712,193225
E13758,80992,11153,1528,93673
E13759,87042,5842,3415,96299
E13760,156344,22197,20485,199026
E13761,161055,11420,31911,204386
E13762,91679,9282,2262,103223
E13763,110417,15183,10077,135677
E13764,82070,12426,2354,96850
E13765,59361,4437,2651,66449
E13766,111073,17094,3688,131855
E13767,94545,3094,571,98210
E13768,62182,3438,292,65912
E13769,89848,6341,14793,110982
E13770,156590,8295,23890,188775
E13771,84385,7996,1901,94282
E13772,95264,15834,5178,116276
E13773,148569,21475,10825,180869
E13774,93245,3001,2589,98835
E13775,133082,22298,4818,160198
E13776,115220,15870,10373,141463
E13777,117327,3581,18242,139150
E13778,82061,6154,2673,90888
E13779,105266,4075,2508,111849
E13780,81390,11996,7785,101171
E13781,83528,6519,45,90092
E13782,160256,37977,12159,210392
E13783,146488,17506,28917,192911
E13784,98764,11173,13691,123628
E13785,101912,10730,14165,126807
E13786,158737,24643,26840,210220
E13787,113384,14037,2485,129906
E13788,79269,5334,458,85061
E13789,123901,8118,21912,153931
E13790,101256,8624,7346,117226
E13791,166978,23478,32961,223417
E13792,145073,14770,16118,175961
E13793,123519,19072,6887,149478
E13794,82530,6805,2739,92074
E13795,122271,7599,9427,139297
E13796,86055,7963,1239,95257
E13797,81430,6319,3503,91252
E13798,148898,15720,25379,189997
E13799,150947,8242,20478,179667
E13800,103556,4058,1857,109471
E13801,105961,10647,7513,124121
E13802,72299,11156,2444,85899
E13803,104560,8777,12022,125359
E13804,70283,6044,4234,80561
E13805,167185,37782,9516,214483
E13806,91400,11673,4890,107963
E13807,110838,13980,5547,130365
E13808,81438,16506,5396,103340
E13809,100729,8775,10439,119943
E13810,133113,13827,18429,165369
E13811,82222,7238,2137,91597
E13812,74343,7972,1313,83628
E13813,76312,12116,2994,91422
E13814,144048,15698,3375,163121
E13815,102882,11216,4276,118374
E13816,129154,18148,7702,155004
E13817,154809,33022,14401,202232
E13818,204784,36198,12453,253435
E13819,122815,17341,16894,157050
E13820,78922,5549,671,85142
E13821,126142,30309,2646,159097
E13822,86546,10976,3750,101272
E13823,122873,18534,22299,163706
E13824,88639,13216,3722,105577
E13825,249710,41489,44722,335921
E13826,143136,13895,15254,172285
E13827,66217,3975,157,70349
E13828,74626,7443,837,82906
E13829,145648,24621,21496,191765
E13830,185895,25626,6784,218305
E13831,103507,14198,6848,124553
E13832,145953,17801,11293,175047
E13833,134705,23248,10946,168899
E13834,143393,25414,10616,179423
E13835,71948,2831,3130,77909
E13836,119500,21787,9543,150830
E13837,123233,16401,3036,142670
E13838,109358,11830,20609,141797
E13839,83374,13165,2738,99277
E13840,78343,4375,2849,85567
E13841,92086,7089,3352,102527
E13842,96393,6173,11348,113914
E13843,96162,11089,6262,113513
E13844,70515,6754,338,77607
E13845,95439,8012,18699,122150
E13846,154628,15446,3893,173967
E13847,54422,4673,2476,61571
E13848,84173,6038,1048,91259
E13849,96747,5872,1893,104512
E13850,120145,4324,19665,144134
E13851,68857,7821,3027,79705
E13852,130137,13996,20081,164214
E13853,179949,19858,5349,205156
E13854,52206,4180,919,57305
E13855,101715,10967,3103,115785
E13856,149329,11461,29560,190350
E13857,72404,8781,3795,84980
E13858,131033,16703,5792,153528
E13859,91543,5333,1283,98159
E13860,90985,6479,16204,113668
E13861,156155,25734,11804,193693
E13862,107389,7173,3462,118024
E13863,72957,7438,3094,83489
E13864,93020,12548,3969,109537
E13865,156134,13027,10858,180019
E13866,83764,13730,3322,100816
E13867,67526,7940,3104,78570
E13868,71333,2145,2791,76269
E13869,87781,5507,3080,96368
E13870,130951,13515,16701,161167
E13871,64568,4212,2478,71258
E13872,154913,15763,21136,191812
E13873,248319,41054,27595,316968
E13874,145553,12118,18059,175730
E13875,107599,8619,15942,132160
E13876,97864,11752,6334,115950
E13877,136827,13103,20572,170502
E13878,184739,25413,36441,246593
E13879,154091,20113,6299,180503
E13880,120733,19355,12032,152120
E13881,101843,3760,276,105879
E13882,77309,6849,2350,86508
E13883,81715,11699,7740,101154
E13884,97797,17981,501,116279
E13885,96504,4037,19159,119700
E13886,91143,10052,8520,109715
E13887,74471,9457,6578,90506
E13888,151676,23274,9428,184378
E13889,119083,12181,4418,135682
E13890,69852,7130,311,77293
E13891,126253,14130,3178,143561
E13892,76793,6905,2258,85956
E13893,119914,20828,9135,149877
E13894,78900,7438,870,87208
E13895,91560,3318,2240,97118
E13896,150751,17735,19492,187978
E13897,138551,19095,25563,183209
E13898,127271,18750,8768,154789
E13899,92112,10545,7721,110378
E13900,119279,8181,19762,147222
E13901,123275,14497,9183,146955
E13902,64969,6030,805,71804
E13903,101190,17340,2441,120971
E13904,80428,17432,3148,101008
E13905,100021,5370,13402,118793
E13906,77479,6091,2432,86002
E13907,73129,5341,3116,81586
E13908,104561,10700,691,115952
E13909,107348,12286,1107,120741
E13910,83555,14196,1759,99510
E13911,117798,13533,12144,143475
E13912,94081,18781,4469,117331
E13913,153475,14386,14998,182859
E13914,71965,4924,3236,80125
E13915,93807,15553,5869,115229
E13916,91452,4270,440,96162
E13917,59779,6954,2011,68744
E13918,106898,20572,8530,136000
E13919,105510,6321,861,112692
E13920,131183,20194,14815,166192
E13921,99235,15333,3162,117730
E13922,102703,10241,909,113853
E13923,108884,6142,16673,131699
E13924,100838,10472,6012,117322
E13925,64446,10886,1454,76786
E13926,169529,17254,32244,219027
E13927,110939,7341,3831,122111
E13928,145284,14038,3521,162843
E13929,125397,9053,4516,138966
E13930,136367,7844,23952,168163
E13931,82922,8243,4349,95514
E13932,170301,12560,27788,210649
E13933,90323,9454,1309,101086
E13934,87783,16438,2607,106828
E13935,64963,11246,3153,79362
E13936,63761,7617,14,71392
E13937,69766,6867,1826,78459
E13938,133453,5588,8638,147679
E13939,128714,8690,17952,155356
E13940,109785,13887,2236,125908
E13941,98944,8405,309,107658
E13942,96651,14321,7387,118359
E13943,88647,5257,15198,109102
E13944,113017,13193,9440,135650
E13945,102834,4043,7824,114701
E13946,172746,15363,8774,196883
E13947,111168,10919,4164,126251
E13948,170694,29463,5918,206075
E13949,114488,5463,11200,131151
E13950,151547,36139,6361,194047
E13951,99191,6044,18821,124056
E13952,149080,25057,27067,201204
E13953,101515,8386,5714,115615
E13954,170941,6522,28860,206323
E13955,89099,14720,3320,107139
E13956,96451,10254,11626,118331
E13957,106162,13262,2939,122363
E13958,77252,8154,2989,88395
E13959,148444,9006,22513,179963
E13960,121511,5094,8925,135530
E13961,94817,10742,2306,107865
E13962,62514,2306,2485,67305
E13963,99304,9299,16410,125013
E13964,86887,9511,4219,100617
E13965,155603,14315,18593,188511
E13966,168041,22167,29230,219438
E13967,146411,15801,3014,165226
E13968,116904,8335,17113,142352
E13969,72918,7355,1017,81290
E13970,75479,4330,590,80399
E13971,128680,13296,10173,152149
E13972,58986,3106,1095,63187
E13973,92338,20193,2834,115365
E13974,140997,25009,12188,178194
E13975,105648,14183,6657,126488
E13976,99370,8632,5483,113485
E13977,62653,2589,1945,67187
E13978,83197,7200,4144,94541
E13979,137600,20311,9499,167410
E13980,83099,5853,1127,90079
E13981,153899,13533,29262,196694
E13982,133038,22990,26504,182532
E13983,132536,31741,8565,172842
E13984,112162,17838,97,130097
E13985,198150,32119,34584,264853
E13986,104311,17718,7349,129378
E13987,113598,8602,14633,136833
E13988,95252,13349,9262,117863
E13989,103814,21797,691,126302
E13990,173983,29426,17695,221104
E13991,188892,16795,27190,232877
E13992,178336,15211,9042,202589
E13993,136129,20080,12146,168355
E13994,259306,21981,42609,323896
E13995,74221,2924,872,78017
E13996,96645,6573,1488,104706
E13997,87559,11149,3891,102599
E13998,82430,9141,3549,95120
E13999,94825,5675,1522,102022
E14000,129135,10586,11866,151587
E14001,94907,2931,3510,101348
E14002,129770,9890,17754,157414
